funder;fos;university;year;funding
EU;Geschichte, Archäologie;Universität für Weiterbildung Krems;2017;14215
EU;Geschichte, Archäologie;Universität für Weiterbildung Krems;2016;0
EU;Gesundheitswissenschaften;Universität Wien;2018;260988
EU;Gesundheitswissenschaften;Universität Wien;2017;143288
EU;Gesundheitswissenschaften;Universität Wien;2016;91364
EU;Gesundheitswissenschaften;Universität Innsbruck;2018;98549
EU;Gesundheitswissenschaften;Universität Innsbruck;2017;14513
EU;Gesundheitswissenschaften;Universität Innsbruck;2016;0
EU;Gesundheitswissenschaften;Medizinische Universität Wien;2018;117426
EU;Gesundheitswissenschaften;Medizinische Universität Wien;2017;898650
EU;Gesundheitswissenschaften;Medizinische Universität Wien;2016;1258683
EU;Gesundheitswissenschaften;Medizinische Universität Graz;2018;114591
EU;Gesundheitswissenschaften;Medizinische Universität Graz;2017;88847
EU;Gesundheitswissenschaften;Medizinische Universität Graz;2016;59889
EU;Gesundheitswissenschaften;Medizinische Universität Innsbruck;2018;118780
EU;Gesundheitswissenschaften;Medizinische Universität Innsbruck;2017;107543
EU;Gesundheitswissenschaften;Medizinische Universität Innsbruck;2016;55222
EU;Gesundheitswissenschaften;Universität Salzburg;2018;5385
EU;Gesundheitswissenschaften;Universität Salzburg;2017;300531
EU;Gesundheitswissenschaften;Universität Salzburg;2016;64040
EU;Gesundheitswissenschaften;Universität für Bodenkultur Wien;2018;39128
EU;Gesundheitswissenschaften;Universität für Bodenkultur Wien;2017;120572
EU;Gesundheitswissenschaften;Universität für Bodenkultur Wien;2016;77604
EU;Gesundheitswissenschaften;Universität Klagenfurt;2018;106402
EU;Gesundheitswissenschaften;Universität Klagenfurt;2017;0
EU;Gesundheitswissenschaften;Universität Klagenfurt;2016;0
EU;Gesundheitswissenschaften;Universität für Weiterbildung Krems;2018;23303
EU;Gesundheitswissenschaften;Universität für Weiterbildung Krems;2017;17657
EU;Gesundheitswissenschaften;Universität für Weiterbildung Krems;2016;9233
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität Wien;2018;198786
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität Wien;2017;234389
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität Wien;2016;90137
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität Graz;2018;146186
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität Graz;2017;0
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität Graz;2016;0
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität Salzburg;2018;0
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität Salzburg;2017;0
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität Salzburg;2016;17299
EU;Humangeographie, Regionale Geographie, Raumplanung;Technische Universität Wien;2018;111941
EU;Humangeographie, Regionale Geographie, Raumplanung;Technische Universität Wien;2017;85264
EU;Humangeographie, Regionale Geographie, Raumplanung;Technische Universität Wien;2016;22596
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität für Bodenkultur Wien;2018;235066
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität für Bodenkultur Wien;2017;60214
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität für Bodenkultur Wien;2016;36381
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität Klagenfurt;2018;34
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität Klagenfurt;2017;3083
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität Klagenfurt;2016;0
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität für Weiterbildung Krems;2018;14935
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität für Weiterbildung Krems;2017;7475
EU;Humangeographie, Regionale Geographie, Raumplanung;Universität für Weiterbildung Krems;2016;0
EU;Industrielle Biotechnologie;Universität Wien;2018;16012
EU;Industrielle Biotechnologie;Universität Wien;2017;24228
EU;Industrielle Biotechnologie;Universität Wien;2016;19835
EU;Industrielle Biotechnologie;Technische Universität Wien;2018;116517
EU;Industrielle Biotechnologie;Technische Universität Wien;2017;0
EU;Industrielle Biotechnologie;Technische Universität Wien;2016;0
EU;Industrielle Biotechnologie;Universität für Bodenkultur Wien;2018;208398
EU;Industrielle Biotechnologie;Universität für Bodenkultur Wien;2017;55366
EU;Industrielle Biotechnologie;Universität für Bodenkultur Wien;2016;151644
EU;Informatik;Universität Wien;2018;454803
EU;Informatik;Universität Wien;2017;324122
EU;Informatik;Universität Wien;2016;439127
EU;Informatik;Universität Innsbruck;2018;1133276
EU;Informatik;Universität Innsbruck;2017;1068682
EU;Informatik;Universität Innsbruck;2016;1234970
EU;Informatik;Medizinische Universität Graz;2018;127159
EU;Informatik;Medizinische Universität Graz;2017;170110
EU;Informatik;Medizinische Universität Graz;2016;205208
EU;Informatik;Medizinische Universität Innsbruck;2018;60220
EU;Informatik;Medizinische Universität Innsbruck;2017;107268
EU;Informatik;Medizinische Universität Innsbruck;2016;90829
EU;Informatik;Universität Salzburg;2018;118291
EU;Informatik;Universität Salzburg;2017;585081
EU;Informatik;Universität Salzburg;2016;663488
EU;Informatik;Technische Universität Wien;2018;1587218
EU;Informatik;Technische Universität Wien;2017;2574256
EU;Informatik;Technische Universität Wien;2016;2067204
EU;Informatik;Technische Universität Graz;2018;1823914
EU;Informatik;Technische Universität Graz;2017;1959342
EU;Informatik;Technische Universität Graz;2016;1826453
EU;Informatik;Montanuniversität Leoben;2018;66175
EU;Informatik;Montanuniversität Leoben;2017;34426
EU;Informatik;Montanuniversität Leoben;2016;54466
EU;Informatik;Universität für Bodenkultur Wien;2018;39023
EU;Informatik;Universität für Bodenkultur Wien;2017;13122
EU;Informatik;Universität für Bodenkultur Wien;2016;37901
EU;Informatik;Wirtschaftsuniversität Wien;2018;301295
EU;Informatik;Wirtschaftsuniversität Wien;2017;8361
EU;Informatik;Wirtschaftsuniversität Wien;2016;14124
EU;Informatik;Universität Linz;2018;820577
EU;Informatik;Universität Linz;2017;847214
EU;Informatik;Universität Linz;2016;500320
EU;Informatik;Universität Klagenfurt;2018;196662
EU;Informatik;Universität Klagenfurt;2017;150496
EU;Informatik;Universität Klagenfurt;2016;1091
EU;Informatik;Universität für Musik und darstellende Kunst Wien;2018;109640
EU;Informatik;Universität für Musik und darstellende Kunst Wien;2017;0
EU;Informatik;Universität für Musik und darstellende Kunst Wien;2016;39860
EU;Informatik;Universität für Weiterbildung Krems;2018;45045
EU;Informatik;Universität für Weiterbildung Krems;2017;23276
EU;Informatik;Universität für Weiterbildung Krems;2016;63596
EU;Klinische Medizin;Universität Wien;2018;16991
EU;Klinische Medizin;Universität Wien;2017;22043
EU;Klinische Medizin;Universität Wien;2016;79816
EU;Klinische Medizin;Medizinische Universität Wien;2018;3923625
EU;Klinische Medizin;Medizinische Universität Wien;2017;3896756
EU;Klinische Medizin;Medizinische Universität Wien;2016;1755233
EU;Klinische Medizin;Medizinische Universität Graz;2018;967300
EU;Klinische Medizin;Medizinische Universität Graz;2017;484511
EU;Klinische Medizin;Medizinische Universität Graz;2016;658061
EU;Klinische Medizin;Medizinische Universität Innsbruck;2018;1192634
EU;Klinische Medizin;Medizinische Universität Innsbruck;2017;1522363
EU;Klinische Medizin;Medizinische Universität Innsbruck;2016;1211868
EU;Klinische Medizin;Universität Salzburg;2018;0
EU;Klinische Medizin;Universität Salzburg;2017;0
EU;Klinische Medizin;Universität Salzburg;2016;174215
EU;Klinische Medizin;Technische Universität Wien;2018;52801
EU;Klinische Medizin;Technische Universität Wien;2017;0
EU;Klinische Medizin;Technische Universität Wien;2016;0
EU;Klinische Medizin;Universität Linz;2018;24438
EU;Klinische Medizin;Universität Linz;2017;0
EU;Klinische Medizin;Universität Linz;2016;0
EU;Klinische Medizin;Universität Klagenfurt;2018;0
EU;Klinische Medizin;Universität Klagenfurt;2017;0
EU;Klinische Medizin;Universität Klagenfurt;2016;0
EU;Klinische Medizin;Universität für Weiterbildung Krems;2018;6919
EU;Klinische Medizin;Universität für Weiterbildung Krems;2017;7357
EU;Klinische Medizin;Universität für Weiterbildung Krems;2016;9233
EU;Konservierung und Restaurierung;Universität für Weiterbildung Krems;2018;21523
EU;Konservierung und Restaurierung;Universität für Weiterbildung Krems;2017;2655
EU;Konservierung und Restaurierung;Universität für Weiterbildung Krems;2016;10472
EU;Kunstwissenschaften;Universität Wien;2018;209695
EU;Kunstwissenschaften;Universität Wien;2017;2969
EU;Kunstwissenschaften;Universität Wien;2016;383
EU;Kunstwissenschaften;Universität Graz;2018;0
EU;Kunstwissenschaften;Universität Graz;2017;25250
EU;Kunstwissenschaften;Universität Graz;2016;0
EU;Kunstwissenschaften;Technische Universität Wien;2018;0
EU;Kunstwissenschaften;Technische Universität Wien;2017;934
EU;Kunstwissenschaften;Technische Universität Wien;2016;2374
EU;Kunstwissenschaften;Universität für Bodenkultur Wien;2018;3022
EU;Kunstwissenschaften;Universität für Bodenkultur Wien;2017;0
EU;Kunstwissenschaften;Universität für Bodenkultur Wien;2016;0
EU;Kunstwissenschaften;Universität Klagenfurt;2018;35623
EU;Kunstwissenschaften;Universität Klagenfurt;2017;38322
EU;Kunstwissenschaften;Universität Klagenfurt;2016;45223
EU;Kunstwissenschaften;Universität für angewandte Kunst Wien;2018;0
EU;Kunstwissenschaften;Universität für angewandte Kunst Wien;2017;0
EU;Kunstwissenschaften;Universität für angewandte Kunst Wien;2016;11259
EU;Land- und Forstwirtschaft, Fischerei;Universität Wien;2018;14513
EU;Land- und Forstwirtschaft, Fischerei;Universität Wien;2017;5124
EU;Land- und Forstwirtschaft, Fischerei;Universität Wien;2016;1235
EU;Land- und Forstwirtschaft, Fischerei;Technische Universität Graz;2018;500
EU;Land- und Forstwirtschaft, Fischerei;Technische Universität Graz;2017;38129
EU;Land- und Forstwirtschaft, Fischerei;Technische Universität Graz;2016;27216
EU;Land- und Forstwirtschaft, Fischerei;Universität für Bodenkultur Wien;2018;937198
EU;Land- und Forstwirtschaft, Fischerei;Universität für Bodenkultur Wien;2017;515002
EU;Land- und Forstwirtschaft, Fischerei;Universität für Bodenkultur Wien;2016;1010335
EU;Maschinenbau;Universität Wien;2018;23307
EU;Maschinenbau;Universität Wien;2017;22559
EU;Maschinenbau;Universität Wien;2016;34476
EU;Maschinenbau;Technische Universität Wien;2018;374046
EU;Maschinenbau;Technische Universität Wien;2017;327726
EU;Maschinenbau;Technische Universität Wien;2016;303809
EU;Maschinenbau;Technische Universität Graz;2018;2155520
EU;Maschinenbau;Technische Universität Graz;2017;841491
EU;Maschinenbau;Technische Universität Graz;2016;1205413
EU;Maschinenbau;Montanuniversität Leoben;2018;125411
EU;Maschinenbau;Montanuniversität Leoben;2017;96336
EU;Maschinenbau;Montanuniversität Leoben;2016;50734
EU;Maschinenbau;Universität für Bodenkultur Wien;2018;1239
EU;Maschinenbau;Universität für Bodenkultur Wien;2017;3068
EU;Maschinenbau;Universität für Bodenkultur Wien;2016;3209
EU;Maschinenbau;Universität Linz;2018;61245
EU;Maschinenbau;Universität Linz;2017;70000
EU;Maschinenbau;Universität Linz;2016;50000
EU;Maschinenbau;Universität Klagenfurt;2018;0
EU;Maschinenbau;Universität Klagenfurt;2017;0
EU;Maschinenbau;Universität Klagenfurt;2016;0
EU;Maschinenbau;Universität für Weiterbildung Krems;2018;0
EU;Maschinenbau;Universität für Weiterbildung Krems;2017;0
EU;Maschinenbau;Universität für Weiterbildung Krems;2016;39796
EU;Mathematik;Universität Wien;2018;542965
EU;Mathematik;Universität Wien;2017;642587
EU;Mathematik;Universität Wien;2016;704856
EU;Mathematik;Universität Graz;2018;15000
EU;Mathematik;Universität Graz;2017;268186
EU;Mathematik;Universität Graz;2016;0
EU;Mathematik;Universität Innsbruck;2018;4111
EU;Mathematik;Universität Innsbruck;2017;0
EU;Mathematik;Universität Innsbruck;2016;0
EU;Mathematik;Medizinische Universität Graz;2018;48810
EU;Mathematik;Medizinische Universität Graz;2017;35606
EU;Mathematik;Medizinische Universität Graz;2016;0
EU;Mathematik;Universität Salzburg;2018;0
EU;Mathematik;Universität Salzburg;2017;368653
EU;Mathematik;Universität Salzburg;2016;95000
EU;Mathematik;Technische Universität Wien;2018;419857
EU;Mathematik;Technische Universität Wien;2017;49916
EU;Mathematik;Technische Universität Wien;2016;490653
EU;Mathematik;Technische Universität Graz;2018;1823914
EU;Mathematik;Technische Universität Graz;2017;1959342
EU;Mathematik;Technische Universität Graz;2016;1847869
EU;Mathematik;Montanuniversität Leoben;2018;49488
EU;Mathematik;Montanuniversität Leoben;2017;34426
EU;Mathematik;Montanuniversität Leoben;2016;14702
EU;Mathematik;Universität für Bodenkultur Wien;2018;37969
EU;Mathematik;Universität für Bodenkultur Wien;2017;55324
EU;Mathematik;Universität für Bodenkultur Wien;2016;27687
EU;Mathematik;Wirtschaftsuniversität Wien;2018;1286
EU;Mathematik;Wirtschaftsuniversität Wien;2017;8361
EU;Mathematik;Wirtschaftsuniversität Wien;2016;14124
EU;Mathematik;Universität Linz;2018;117097
EU;Mathematik;Universität Linz;2017;201893
EU;Mathematik;Universität Linz;2016;368898
EU;Mathematik;Universität Klagenfurt;2018;35030
EU;Mathematik;Universität Klagenfurt;2017;36373
EU;Mathematik;Universität Klagenfurt;2016;43515
EU;Mathematik;Universität für Musik und darstellende Kunst Wien;2018;39860
EU;Mathematik;Universität für Musik und darstellende Kunst Wien;2017;0
EU;Mathematik;Universität für Musik und darstellende Kunst Wien;2016;39860
EU;Mathematik;Universität für Weiterbildung Krems;2018;17803
EU;Mathematik;Universität für Weiterbildung Krems;2017;161510
EU;Mathematik;Universität für Weiterbildung Krems;2016;200
EU;Medien- und Kommunikationswissenschaften;Universität Wien;2018;214375
EU;Medien- und Kommunikationswissenschaften;Universität Wien;2017;166459
EU;Medien- und Kommunikationswissenschaften;Universität Wien;2016;26887
EU;Medien- und Kommunikationswissenschaften;Universität Innsbruck;2018;0
EU;Medien- und Kommunikationswissenschaften;Universität Innsbruck;2017;0
EU;Medien- und Kommunikationswissenschaften;Universität Innsbruck;2016;31416
EU;Medien- und Kommunikationswissenschaften;Universität Salzburg;2018;0
EU;Medien- und Kommunikationswissenschaften;Universität Salzburg;2017;1089906
EU;Medien- und Kommunikationswissenschaften;Universität Salzburg;2016;11445
EU;Medien- und Kommunikationswissenschaften;Universität für Bodenkultur Wien;2018;5462
EU;Medien- und Kommunikationswissenschaften;Universität für Bodenkultur Wien;2017;2752
EU;Medien- und Kommunikationswissenschaften;Universität für Bodenkultur Wien;2016;776
EU;Medien- und Kommunikationswissenschaften;Universität Klagenfurt;2018;0
EU;Medien- und Kommunikationswissenschaften;Universität Klagenfurt;2017;0
EU;Medien- und Kommunikationswissenschaften;Universität Klagenfurt;2016;3355
EU;Medizinische Biotechnologie;Universität Wien;2018;-2841
EU;Medizinische Biotechnologie;Universität Wien;2017;42067
EU;Medizinische Biotechnologie;Universität Wien;2016;111188
EU;Medizinische Biotechnologie;Medizinische Universität Graz;2018;33204
EU;Medizinische Biotechnologie;Medizinische Universität Graz;2017;9931
EU;Medizinische Biotechnologie;Medizinische Universität Graz;2016;65023
EU;Medizinische Biotechnologie;Universität für Bodenkultur Wien;2018;125569
EU;Medizinische Biotechnologie;Universität für Bodenkultur Wien;2017;79243
EU;Medizinische Biotechnologie;Universität für Bodenkultur Wien;2016;128566
EU;Medizinische Biotechnologie;Universität für Weiterbildung Krems;2018;107092
EU;Medizinische Biotechnologie;Universität für Weiterbildung Krems;2017;64903
EU;Medizinische Biotechnologie;Universität für Weiterbildung Krems;2016;15231
EU;Medizinisch-theoretische Wissenschaften, Pharmazie;Universität Wien;2018;563553
EU;Medizinisch-theoretische Wissenschaften, Pharmazie;Universität Wien;2017;706611
EU;Medizinisch-theoretische Wissenschaften, Pharmazie;Universität Wien;2016;908237
EU;Medizinisch-theoretische Wissenschaften, Pharmazie;Universität Innsbruck;2018;210552
EU;Medizinisch-theoretische Wissenschaften, Pharmazie;Universität Innsbruck;2017;640359
EU;Medizinisch-theoretische Wissenschaften, Pharmazie;Universität Innsbruck;2016;103370
EU;Medizinisch-theoretische Wissenschaften, Pharmazie;Medizinische Universität Wien;2018;1713800
EU;Medizinisch-theoretische Wissenschaften, Pharmazie;Medizinische Universität Wien;2017;1754598
