funder;fos;university;year;funding
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;175
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;625
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2018;0
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2017;475870
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2016;0
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität Linz;2018;0
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität Linz;2017;0
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität Linz;2016;50000
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2018;20559
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2017;61919
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2016;55596
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2018;74000
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2017;0
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2016;0
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität Mozarteum Salzburg;2018;50577
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität Mozarteum Salzburg;2017;41482
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität Mozarteum Salzburg;2016;43970
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;2654
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;0
Bund (Ministerien);GEISTESWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;4758
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Wien;2018;145039
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Wien;2017;194592
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Wien;2016;164289
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2018;0
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2017;30000
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2016;63685
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2018;19218
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2017;7729
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2016;6876
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2018;1639538
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2017;1343768
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2016;1713204
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2018;491003
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2017;424222
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2016;328488
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;3405539
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;3334248
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;4149473
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2018;260400
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2017;268508
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2016;342435
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2018;32215
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2017;8458
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2016;6600
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2018;0
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2017;0
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2016;134
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;21657
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;30364
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;5950
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2018;31815
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2017;57958
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2016;7990
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;180000
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;156584
Bund (Ministerien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;149000
Bund (Ministerien);MUSIK;Universität für Musik und darstellende Kunst Wien;2018;12845
Bund (Ministerien);MUSIK;Universität für Musik und darstellende Kunst Wien;2017;1800
Bund (Ministerien);MUSIK;Universität für Musik und darstellende Kunst Wien;2016;38734
Bund (Ministerien);MUSIK;Universität Mozarteum Salzburg;2018;57546
Bund (Ministerien);MUSIK;Universität Mozarteum Salzburg;2017;128793
Bund (Ministerien);MUSIK;Universität Mozarteum Salzburg;2016;117240
Bund (Ministerien);MUSIK;Universität für Musik und darstellende Kunst Graz;2018;80000
Bund (Ministerien);MUSIK;Universität für Musik und darstellende Kunst Graz;2017;0
Bund (Ministerien);MUSIK;Universität für Musik und darstellende Kunst Graz;2016;0
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Wien;2018;502469
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Wien;2017;469415
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Wien;2016;579116
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Graz;2018;95691
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Graz;2017;515697
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Graz;2016;583625
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Innsbruck;2018;241174
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Innsbruck;2017;205085
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Innsbruck;2016;443456
Bund (Ministerien);NATURWISSENSCHAFTEN;Medizinische Universität Graz;2018;155445
Bund (Ministerien);NATURWISSENSCHAFTEN;Medizinische Universität Graz;2017;56317
Bund (Ministerien);NATURWISSENSCHAFTEN;Medizinische Universität Graz;2016;64276
Bund (Ministerien);NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;286772
Bund (Ministerien);NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;0
Bund (Ministerien);NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;79979
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Salzburg;2018;671883
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Salzburg;2017;286346
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Salzburg;2016;368915
Bund (Ministerien);NATURWISSENSCHAFTEN;Technische Universität Wien;2018;659202
Bund (Ministerien);NATURWISSENSCHAFTEN;Technische Universität Wien;2017;586370
Bund (Ministerien);NATURWISSENSCHAFTEN;Technische Universität Wien;2016;540496
Bund (Ministerien);NATURWISSENSCHAFTEN;Technische Universität Graz;2018;782458
Bund (Ministerien);NATURWISSENSCHAFTEN;Technische Universität Graz;2017;630556
Bund (Ministerien);NATURWISSENSCHAFTEN;Technische Universität Graz;2016;697468
Bund (Ministerien);NATURWISSENSCHAFTEN;Montanuniversität Leoben;2018;153190
Bund (Ministerien);NATURWISSENSCHAFTEN;Montanuniversität Leoben;2017;144979
Bund (Ministerien);NATURWISSENSCHAFTEN;Montanuniversität Leoben;2016;254036
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;1308136
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;893856
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;856005
Bund (Ministerien);NATURWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2018;95965
Bund (Ministerien);NATURWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2017;149959
Bund (Ministerien);NATURWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2016;86500
Bund (Ministerien);NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2018;25432
Bund (Ministerien);NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2017;0
Bund (Ministerien);NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2016;0
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Linz;2018;56129
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Linz;2017;40160
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Linz;2016;41088
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Klagenfurt;2018;111024
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Klagenfurt;2017;119010
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität Klagenfurt;2016;118615
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2018;3852
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2017;3510
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2016;0
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;46654
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;57510
Bund (Ministerien);NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;58336
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Wien;2018;2226557
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Wien;2017;1962782
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Wien;2016;1378601
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Graz;2018;266713
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Graz;2017;215075
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Graz;2016;209110
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Innsbruck;2018;489270
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Innsbruck;2017;829007
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Innsbruck;2016;812896
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2018;37034
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2017;23380
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2016;39971
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Salzburg;2018;310093
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Salzburg;2017;416324
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Salzburg;2016;422330
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Technische Universität Wien;2018;221856
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Technische Universität Wien;2017;110420
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Technische Universität Wien;2016;134872
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Technische Universität Graz;2018;848
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Technische Universität Graz;2017;4748
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Technische Universität Graz;2016;149
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Montanuniversität Leoben;2018;29519
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Montanuniversität Leoben;2017;114992
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Montanuniversität Leoben;2016;81835
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;406546
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;246340
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;148264
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2018;362329
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2017;331394
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2016;329070
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Linz;2018;314219
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Linz;2017;291025
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Linz;2016;177975
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2018;786221
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2017;801723
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2016;1079387
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2018;19267
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2017;771
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2016;58102
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;486079
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;357539
Bund (Ministerien);SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;411722
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Wien;2018;458
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Wien;2017;3288
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Wien;2016;18109
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2018;48738
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2017;31450
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2016;372543
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Wien;2018;33264
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Wien;2017;68874
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Wien;2016;90717
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Salzburg;2018;0
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Salzburg;2017;0
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Salzburg;2016;4626
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2018;1268829
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2017;1543729
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2016;1462610
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2018;487302
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2017;491995
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2016;406381
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Montanuniversität Leoben;2018;2971646
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Montanuniversität Leoben;2017;2837828
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Montanuniversität Leoben;2016;984980
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;669991
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;468789
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;522347
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Linz;2018;0
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Linz;2017;0
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Linz;2016;10373
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2018;0
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2017;0
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2016;0
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität für angewandte Kunst Wien;2018;0
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität für angewandte Kunst Wien;2017;1000
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität für angewandte Kunst Wien;2016;0
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;7535
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;-624
Bund (Ministerien);TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;106946
Länder (inkl. deren Stiftungen und Einrichtungen);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2018;523159
Länder (inkl. deren Stiftungen und Einrichtungen);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2017;618111
Länder (inkl. deren Stiftungen und Einrichtungen);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2016;765792
Länder (inkl. deren Stiftungen und Einrichtungen);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2018;27790
Länder (inkl. deren Stiftungen und Einrichtungen);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2017;423439
Länder (inkl. deren Stiftungen und Einrichtungen);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2016;174609
Länder (inkl. deren Stiftungen und Einrichtungen);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2018;0
Länder (inkl. deren Stiftungen und Einrichtungen);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2018;37474
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2017;45694
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2016;32946
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Universität für Musik und darstellende Kunst Wien;2018;2880
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Universität für Musik und darstellende Kunst Wien;2017;2880
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Universität für Musik und darstellende Kunst Wien;2016;3165
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2018;153983
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2017;32238
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2018;9384
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2017;2938
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2016;5444
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Universität für Weiterbildung Krems;2018;52256
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Universität für Weiterbildung Krems;2017;0
Länder (inkl. deren Stiftungen und Einrichtungen);BILDENDE KUNST / GESTALTENDE KUNST;Universität für Weiterbildung Krems;2016;0
Länder (inkl. deren Stiftungen und Einrichtungen);DARSTELLENDE KUNST;Universität Linz;2018;103075
Länder (inkl. deren Stiftungen und Einrichtungen);DARSTELLENDE KUNST;Universität Linz;2017;132581
Länder (inkl. deren Stiftungen und Einrichtungen);DARSTELLENDE KUNST;Universität Linz;2016;221389
Länder (inkl. deren Stiftungen und Einrichtungen);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Wien;2018;91575
Länder (inkl. deren Stiftungen und Einrichtungen);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Wien;2017;12920
Länder (inkl. deren Stiftungen und Einrichtungen);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Wien;2016;125963
Länder (inkl. deren Stiftungen und Einrichtungen);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Graz;2018;53484
Länder (inkl. deren Stiftungen und Einrichtungen);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Graz;2017;49705
Länder (inkl. deren Stiftungen und Einrichtungen);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Graz;2016;121861
Länder (inkl. deren Stiftungen und Einrichtungen);GEISTESWISSENSCHAFTEN;Universität Wien;2018;314085
Länder (inkl. deren Stiftungen und Einrichtungen);GEISTESWISSENSCHAFTEN;Universität Wien;2017;263248
Länder (inkl. deren Stiftungen und Einrichtungen);GEISTESWISSENSCHAFTEN;Universität Wien;2016;209078
Länder (inkl. deren Stiftungen und Einrichtungen);GEISTESWISSENSCHAFTEN;Universität Graz;2018;284087
Länder (inkl. deren Stiftungen und Einrichtungen);GEISTESWISSENSCHAFTEN;Universität Graz;2017;181784
Länder (inkl. deren Stiftungen und Einrichtungen);GEISTESWISSENSCHAFTEN;Universität Graz;2016;373578
Länder (inkl. deren Stiftungen und Einrichtungen);GEISTESWISSENSCHAFTEN;Universität Innsbruck;2018;456620
Länder (inkl. deren Stiftungen und Einrichtungen);GEISTESWISSENSCHAFTEN;Universität Innsbruck;2017;903943
Länder (inkl. deren Stiftungen und Einrichtungen);GEISTESWISSENSCHAFTEN;Universität Innsbruck;2016;649779
Länder (inkl. deren Stiftungen und Einrichtungen);GEISTESWISSENSCHAFTEN;Universität Salzburg;2018;245724
